Golf Course Name,Address,City,State,Golf Course Website,,,,,,,,,,
Regatta Bay Golf & Country Club,"465 Regatta Bay Blvd, Destin, FL 32541-5329",Destin,FL,http://www.regattabay.com,,,,,,,,,,
The Legends Golf Club,"41687 Temeku Dr, Temecula, CA 92591-3909",Temecula,CA,http://www.thelegendsgc.com,,,,,,,,,,
Idle Creek Golf Course,"5353 Ryanne Marie Ln, Terre Haute, IN 47802-8173",Terre Haute,IN,http://www.idlecreek.com,,,,,,,,,,
Maple Lane Golf Club - East,"33203 Maple Ln Dr, Sterling Heights, MI","Sterling Heights,",MI,http://www.maplelanegolf.com/,,,,,,,,,,
Lenoir Golf Club,"701 Norwood St SW, Lenoir, NC 28645-5807",Lenoir,NC,http://www.lenoirgolfclub.com,,,,,,,,,,
Riverwood Golf Club,"400 Riverwood Dr, Clayton, NC 27527",Clayton,NC,https://www.riverwoodgolfnc.com/,,,,,,,,,,
Flagg Creek Golf Course,"6939 Wolf Rd, Indianhead Park, IL 60525",Indianhead Park,IL,http://www.flaggcreekgolfcourse.org/,,,,,,,,,,
Majestic Oaks Golf Club - Crossroads Course,"701 Bunker Lake Blvd NE, Andover, MN 55304-6720",Andover,MN,http://www.majesticoaksgolfclub.com,,,,,,,,,,
Marysville Golf Club,"13683 State Route 38, Marysville, OH 43040-9023",Marysville,OH,http://www.marysvillegolfclub.com,,,,,,,,,,
Palm Valley Golf Course,"9201 Del Webb Blvd, Las Vegas, NV 89134",Las Vegas,NV,http://www.golfsummerlin.com,,,,,,,,,,
Sunset Grove Golf Course,"41615 NW Osterman Rd, Forest Grove, OR 97116-8063",Forest Grove,OR,http://www.sunsetgrovegolf.com,,,,,,,,,,
Plantation Golf Club,"9425 Plantation Rd, Olive Branch, MS 38654",Olive Branch,MS,http://www.olivebranchgolf.com,,,,,,,,,,
Prairie View Golf Club,"7000 Longest Dr, Carmel, IN 46033-8829",Carmel,IN,http://www.prairieviewgc.com,,,,,,,,,,
Renwood Golf Course,"701 E. Shorewood Rd., Round Lake Beach, IL 60073",Round Lake Beach,IL,http://www.renwoodgolf.com,,,,,,,,,,
Logans Run Family Golf Club,"14 Golfview Drive, Logansport, IN 46947",Logansport,IN,http://www.logansrungolf.com/,,,,,,,,,,
Texas A&M Campus Course,"1 Bizzel St, College Station, TX",College Station,TX,http://www.tamucampuscourse.com/,,,,,,,,,,
Hanover Golf Club,"133 Larrison Rd, Wrightstown, NJ 08562",Wrightstown,NJ,http://www.hanovergc.com,,,,,,,,,,
Bill Roberts Municipal Golf Course,"2201 N Benton Ave, Helena, MT 59601-0241",Helena,MT,http://www.billrobertsgolf.com,,,,,,,,,,
Crestview Golf Club,"1680 S Crestline Dr, Waldport, OR 97394-9717",Waldport,OR,http://www.crestviewgolfclub.com,,,,,,,,,,
Cedar Glen Golf Club,"36860 25 Mile Rd, New Baltimore, MI 48047-2817",New Baltimore,MI,http://www.cedarglengolfclub.com,,,,,,,,,,
Seven Oaks Golf Club,"Corner of East Lake Rd & Payne St., Hamilton, NY 13346",Hamilton,NY,http://www.sevenoaksgolf.com,,,,,,,,,,
Vintner's Golf Club,"7901 Solano Ave, Yountville, CA 94599-1453",Yountville,CA,http://www.vintnersgolfclub.com,,,,,,,,,,
Webb Hill,"438 Fm 2358, Wolfe City, TX 75496",Wolfe City,TX,http://www.webbhillcountryclub.com,,,,,,,,,,
Barefoot Resort and Golf Club - Norman Course,"4980 Barefoot Resort Bridge Rd, North Myrtle Beach, SC 29582-9361",North Myrtle Beach,SC,http://www.barefootgolf.com,,,,,,,,,,
McCloud Golf Club,"1001 Squaw Valley Road, McCloud, CA 96057",McCloud,CA,http://www.mccloudgolfclub.com,,,,,,,,,,
Shanty Creek Resorts - The Legend,"5780 Shanty Creek Rd, Bellaire, MI 49615",Bellaire,MI,http://www.shantycreek.com,,,,,,,,,,
Royal American Links,"3300 Miller Paul Rd, Galena, OH",Galena,OH,http://www.royalamericanlinks.com,,,,,,,,,,
Olde Scotland Links,"690 Pine St, Bridgewater, MA 02324",Bridgewater,MA,http://oldescotlandlinks.com,,,,,,,,,,
GreatLife Golf & Fitness At Abilene,"1705 Country Club Ln, Abilene, KS 67410-6931",Abilene,KS,http://www.greatlifegolf.com,,,,,,,,,,
Wigwam Golf Club - Gold,"451 N. Old Litchfield Rd., Litchfield Park, AZ 85340",Litchfield Park,AZ,http://www.wigwamresort.com,,,,,,,,,,
Monroe Country Club,"63 Still Rd, Monroe, NY 10950-3940",Monroe,NY,http://www.monroecountryclubny.com,,,,,,,,,,
Cedar Chase Golf Club,"7551 17 Mile Rd NE, Cedar Springs, MI 49319-9399",Cedar Springs,MI,http://www.cedarchasegolfclub.com,,,,,,,,,,
Quarry Ridge Golf Club,"9 Rose Hill Rd, Portland, CT 06480-1247",Portland,CT,http://www.quarryridge.com,,,,,,,,,,
Boyne Highlands - Heather Course,"600 Hedrick Road, Harbor Springs, MI 49740",Harbor Springs,MI,http://www.boyne.com/boynehighlands/golf/courses/the-heather,,,,,,,,,,
Indian Springs Golf Club,"79-940 Westward Ho Drive, Indio, CA 92201",Indio,CA,http://www.indianspringsgc.com,,,,,,,,,,
Valley Pine Country Club,"901 Lasker Golf Course Rd, Lasker, NC 27845-9636",Lasker,NC,http://www.valleypinecc.com/,,,,,,,,,,
St Denis Golf Course and Party Center,"10660 Chardon Rd, Chardon, OH 44024-9751",Chardon,OH,http://www.stdenisgolfcourse.com,,,,,,,,,,
Palm Desert Country Club - The Champ Course,"77200 California Dr, Palm Desert, CA 92211-7898",Palm Desert,CA,http://www.pdccgolf.com/,,,,,,,,,,
King and Bear Golf Course/World Golf Village,"1 King and Bear Dr, Saint Augustine, FL 32092-2798",Saint Augustine,FL,http://www.golfwgv.com/,,,,,,,,,,
TPC Louisiana,"11001 Lapalco Blvd, Avondale, LA 70094",Avondale,LA,http://www.tpc.com/tpc-louisiana,,,,,,,,,,
Snow Hill Country Club,"11093 SR 73, New Vienna, OH 45159",New Vienna,OH,http://www.snowhillcountryclub.com/,,,,,,,,,,
Honeywell Golf Course,"3360 W Division Rd, Wabash, IN 46992",Wabash,IN,https://www.honeywellgc.com/,,,,,,,,,,
Pequabuck Golf Club,"56 School Street, Pequabuck, CT 06781",Pequabuck,CT,http://www.pequabuckgolf.com,,,,,,,,,,
Angeles National Golf Club,"9401 Foothill Blvd., Sunland, CA 91040",Sunland,CA,"http://www,angelesnational.com",,,,,,,,,,
Oak Hills Golf Course,"1928 Hygeia Rd, Greenbrier, TN 37073-5210",Greenbrier,TN,http://oakhillsgolfcourse.net/,,,,,,,,,,
Shandin Hills Golf Club,"3380 Little Mountain Dr, San Bernardino, CA 92405-0900",San Bernardino,CA,https://www.golfshandinhillsgc.com/,,,,,,,,,,
The Providence Club,"656 Providence Club Dr, Monroe, GA 30656-3374",Monroe,GA,http://www.theprovidenceclubgolf.com,,,,,,,,,,
Cummings Cove Golf & Country Club,"3000 Lakeledge Court, Hendersonville, NC 28739-8711",Hendersonville,NC,http://www.cummingscove.com,,,,,,,,,,
Rolling Oaks Golf Course,"181 Route 25a, Rocky Point, NY 11778-8805",Rocky Point,NY,http://www.golfrollingoaks.com,,,,,,,,,,
Lakeside Golf Course,"1201 N1100 West, West Bountiful, UT 84087",West Bountiful,UT,http://www.lakesidegolfcourse.com/,,,,,,,,,,
Sunrise Golf Course,"2136 Michigan Rd, Madison, IN 47250-2400",Madison,IN,http://www.madisonparks.com,,,,,,,,,,
Sydney R. Marovitz Golf Course,"3600 N Lake Shore Dr, Chicago, IL 60613",Chicago,IL,http://www.cpdgolf.com/Sydney-R-Marovitz-Golf-Course.html,,,,,,,,,,
Browns Lake Golf Course,"932 Browns Lake Dr, Burlington, WI 53105-7232",Burlington,WI,https://www.brownslakegc.com/,,,,,,,,,,
Woodbridge Golf Club,"7400 Country Club Dr., Wylie, TX 75098",Wylie,TX,http://www.wbgolfclub.com/,,,,,,,,,,
Mission Trails Golf Course,"7380 Golfcrest Pl, San Diego, CA 92119-2400",San Diego,CA,http://www.missiontrailsgc.com/,,,,,,,,,,
The Gauntlet Golf Club,"18 Fairway Dr, Fredericksburg, VA 22406-4145",Fredericksburg,VA,http://www.golfgauntlet.com,,,,,,,,,,
Shadow Mountain Golf Club,"73800 Ironwood St, Palm Desert, CA 92260-5531",Palm Desert,CA,http://www.shadowmtgc.com/,,,,,,,,,,
BlackHorse Golf Club - North Course,"12205 Fry Rd, Cypress, TX 77433-3315",Cypress,TX,http://www.blackhorsegolfclub.com,,,,,,,,,,
Bunker Hill Golf Club,"220 Bunker Hill Rd, Princeton, NJ 08540-8514",Princeton,NJ,http://www.distinctgolf.com,,,,,,,,,,
Ajo Golf Course,"77 W Mead Rd, Ajo, AZ 85321",Ajo,AZ,http://www.ajogolfcourse.com/,,,,,,,,,,
Green Acres Golf Course,"7323 Dixie Hwy, Bridgeport, MI 48722-9727",Bridgeport,MI,http://greenacresgc.net,,,,,,,,,,
Rancocas Golf Club,"12 Club Ridge Ln, Willingboro, NJ 08046-3525",Willingboro,NJ,https://www.rancocasgc.com/,,,,,,,,,,
Eaton Canyon Golf Course,"1150 N Sierra Madre Villa Ave, Pasadena, CA 91107",Pasadena,CA,https://www.playeatoncanyon.com/,,,,,,,,,,
Rivermoor Golf Club,"30802 Waterford Drive, Waterford, WI 53185",Waterford,WI,http://rivermoorgolfclub.com/,,,,,,,,,,
Frog Hollow Golf Club,"1 East Whittington Way, Middletown, DE 19709",Middletown,DE,http://www.froghollowgolfclub.com,,,,,,,,,,
St. Joseph Bay Golf Club,"700 Country Club Rd, Port Saint Joe, FL 32456-5448",Port Saint Joe,FL,http://www.stjoebaygolf.com,,,,,,,,,,
Lake Spivey Golf Club,"8255 Clubhouse Way, Jonesboro, GA 30236-4219",Jonesboro,GA,http://www.lakespivey.net,,,,,,,,,,
The Legends Golf Resort | Heathland,"1500 Legends Rd, Myrtle Beach, SC 29579-6808",Myrtle Beach,SC,http://www.legendsgolf.com,,,,,,,,,,
Coweta Club,"300 Arbor Springs Plantation Dr, Newnan, GA 30265-",Newnan,GA,http://cowetaclub.com,,,,,,,,,,
Arrowhead Golf Course | Arrowhead,"655 Gallup Rd, Spencerport, NY 14559-9526",Spencerport,NY,http://www.arrowheadgc.org,,,,,,,,,,
Stonecreek Golf Club,"4435 E. Paradise Village Parkway South, Phoenix, AZ 85032",Phoenix,AZ,http://www.stonecreekgc.com,,,,,,,,,,
Bent Pine Golf Club,"2480 Duck Lake Rd, Whitehall, MI 49461-9756",Whitehall,MI,http://www.bentpinegolfclub.com,,,,,,,,,,
Elks Golf Club of Hillsboro,"451 Danville Pike, HILLSBORO, OH 45133",HILLSBORO,OH,http://hillsboroelks.com/page3,,,,,,,,,,
Crooked Tree Golf Course,"9101 N Thornydale Rd, Tucson, AZ 85742-9082",Tucson,AZ,http://www.crookedtreegc.com/,,,,,,,,,,
Saticoy Golf Course,"1025 South Wells Road, Ventura, CA 93004",Ventura,CA,https://www.saticoygc.com/,,,,,,,,,,
Maple Run Golf Course LLC,"13610A Moser Rd, Thurmont, MD 21788-2237",Thurmont,MD,http://www.maplerungolf.com,,,,,,,,,,
Teetering Rocks Golf Course,"12040 E 86th St, Raytown, MO",Raytown,MO,http://www.teeteringrocks.com/,,,,,,,,,,
Dunmaglas Golf Club,"9031 Boyne City Rd., Charlevoix, MI 49720",Charlevoix,MI,http://www.dunmaglas.com,,,,,,,,,,
Crystal Springs Golf Course,"6650 Golf Course Dr, Burlingame, CA 94010-6543",Burlingame,CA,http://www.playcrystalsprings.com,,,,,,,,,,
Benson Park Golf Course,"5333 N 72nd St, Omaha, NE 68134-2305",Omaha,NE,http://www.cityofomaha.org/parks/recreation/golf,,,,,,,,,,
Twin Lakes Golf Course - Oaks Course,"6201 Union Mill Road, Clifton, VA",Clifton,VA,http://www.fairfaxcounty.gov/parks/golf/twinlakes/,,,,,,,,,,
The Medalist Golf Club,"15701 N Dr N, Marshall, MI 49068-9425",Marshall,MI,http://www.themedalist.com,,,,,,,,,,
The Golf Club at Magnolia Landing,"3501 Avenida Del Vera Boulevard, North Fort Myers, FL 33917",North Fort Myers,FL,http://www.magnolialandingclub.com,,,,,,,,,,
Eagle Rock Golf Club,"211 Carpenter Rd, Defiance, OH 43512-1718",Defiance,OH,http://www.golfeaglerock.com,,,,,,,,,,
Indian Hills Golf Club,"405 Calumet Trce, Murfreesboro, TN",Murfreesboro,TN,http://www.indianhillsgc.com,,,,,,,,,,
Sky View Golf Club,"226 Lafayette Rd, Sparta, NJ 07871-3564",Sparta,NJ,http://www.skyviewgolf.com,,,,,,,,,,
Spring Valley Golf Course,"3441 Calaveras Rd, Milpitas, CA 95035-7214",Milpitas,CA,http://www.springvalleygolfcourse.com,,,,,,,,,,
Wedgewood Country Club,"3201 Old Stantonsburg Road, Wilson, NC 27893",Wilson,NC,http://www.northcarolinagolf.com/courses/wilson/wedgewood-country-club/,,,,,,,,,,
Sun Ridge Golf Course,"1000 Long Drive South, Carson City, NV 89705-6023",Carson City,NV,http://www.sunridgegc.com/,,,,,,,,,,
Sherrill Park Golf Course - One Course,"2001 E Lookout Dr, Richardson, TX 75082-3222",Richardson,TX,http://www.sherrillparkgolf.com,,,,,,,,,,
Arizona Grand Golf Course,"8000 S. Arizona Grand Pkwy, Phoenix, AZ 85044",Phoenix,AZ,https://www.arizonagrandgolf.com/,,,,,,,,,,
Cherry Creek - The Woods Course,"900 Reeves Ave, Riverhead, NY 11901",Riverhead,NY,http://www.cherrycreeklinks.com,,,,,,,,,,
Creekside Golf & Country Club,"591 Westchester Club Dr, Hiram, GA 30141-5028",Hiram,GA,http://www.creeksidegolf.com,,,,,,,,,,
John A. White Golf Course,"1053 Cascade Cir SW, Atlanta, GA 30311-2817",Atlanta,GA,https://www.golfnow.com/courses/1478568-john-a-white-park-golf-course-details,,,,,,,,,,
Tilden Park Golf Course,"10 Golf Course Drive, Berkeley, CA 94708",Berkeley,CA,http://www.tildenparkgc.com/,,,,,,,,,,
Meadowlark Hills Golf Course,"3300 30th Ave., Kearney, NE 68848",Kearney,NE,http://www.meadowlarkhillsgolf.com,,,,,,,,,,
Pomperaug Golf Club,"522 Heritage Rd, Southbury, CT 06488",Southbury,CT,http://www.heritagesouthbury.com,,,,,,,,,,
Olympia Hills,"12900 Mount Olympus, Universal City, TX 78148",Universal City,TX,http://olympiahillsgolf.com,,,,,,,,,,
Pumpkin Ridge Golf Club - Ghost Creek Course,"12930 NW Old Pumpkin Ridge Rd, North Plains, OR 97133-6147",North Plains,OR,http://www.pumpkinridge.com,,,,,,,,,,
The Links at Land's End,"285 Private Road 5980, Yantis, TX 75497",Yantis,TX,http://www.golflakefork.com,,,,,,,,,,
Tuckaway Golf Club,"27641 S Stoney Island Ave, Crete, IL 60417-8032",Crete,IL,http://www.tuckawaygc.com,,,,,,,,,,
Big Bear Mountain Ski & Golf Resort,"43101 Goldmine Drive, Big Bear Lake, CA 92315",Big Bear Lake,CA,http://www.bearmtn.com,,,,,,,,,,
Lagoon Park Golf Course,"2855 Lagoon Park Dr, Montgomery, AL 36109-1112",Montgomery,AL,http://www.montgomeryal.gov,,,,,,,,,,
Emerald Hills Golf Course,"938 Wilmington Way, Redwood City, CA 94062-4036",Redwood City,CA,http://www.emeraldhillslodge.com,,,,,,,,,,
Waikoloa Village Golf Club,"68-1792 Melia St., Waikoloa, HI 96738",Waikoloa,HI,http://www.waikoloavillagegolf.com,,,,,,,,,,
Broadacres Golf Club,"40 Old Orangeburg Rd, Orangeburg, NY","Orangeburg,",NY,http://www.broadacresgolf.com/,,,,,,,,,,
Brook Hill Golf Club,"11175 Fairway Ln, Brookville, IN 47012-8975",Brookville,IN,http://www.brookhillgc.com,,,,,,,,,,
Meridian Sun Golf Club,"1018 Haslett Road, Haslett, MI 48840",Haslett,MI,http://www.meridiansungc.com,,,,,,,,,,
South Winds Golf Club,"14600 Reaume Pkwy, Southgate, MI 48195",Southgate,MI,http://www.golfsouthwinds.com/,,,,,,,,,,
Bay View Golf Club,"1500 Country Club Dr, Milpitas, CA 95035-3456",Milpitas,CA,https://bayview.golf/,,,,,,,,,,
Jamestown Park Golf Course,"7041 E Fork Rd, Jamestown, NC 27282-9574",Jamestown,NC,http://www.jamestownparkgolf.com,,,,,,,,,,
RedHawk Golf Club,"45100 Redhawk Pkwy, Temecula, CA 92592-9500",Temecula,CA,http://www.redhawkgolfcourse.com,,,,,,,,,,
Pinetuck Golf Club,"2578 Tuckaway Road, Rock Hill, SC 29730",Rock Hill,SC,http://www.pinetuckgolf.com/,,,,,,,,,,
Rocky Gap Lodge & Golf Resort,"16701 Lakeview Rd NE, Flintstone, MD 21530-1059",Flintstone,MD,http://www.rockygapresort.com,,,,,,,,,,
Broadland Creek National Golf Course,"118 22nd Street NW, Huron, SD 57350",Huron,SD,http://broadlandcreekgolf.com/,,,,,,,,,,
Blackberry Farm Golf Course,"22100 Stevens Creek Blvd, Cupertino, CA 95014-1037",Cupertino,CA,http://blackberryfarmgolfcourse.com,,,,,,,,,,
Clear Creek Golf Center,"717 Burks Branch Road, Shelbyville, KY 40065",Shelbyville,KY,http://www.clearcreekgolfcenter.com/,,,,,,,,,,
Keith Hills Country Club,"100 Keith Hills Road, Buies Creek, NC 27506",Buies Creek,NC,http://www.keithhills.com/,,,,,,,,,,
Cross Creek Golf Course,"1221 Cross Creek Pkwy NW, Atlanta, GA 30327-1096",Atlanta,GA,http://www.crosscreek-atlanta.com,,,,,,,,,,
Bradshaw Ranch Golf Course Inc,"7350 Bradshaw Rd, Sacramento, CA 95829-1024",Sacramento,CA,http://www.bradshawranchgolf.com,,,,,,,,,,
Palatine Hills Golf Course,"512 W Northwest Hwy, Palatine, IL",Palatine,IL,http://www.palatinehills.org/,,,,,,,,,,
The Lodge Golf Course,"601 Corona Place, Cloudcroft, NM 88317",Cloudcroft,NM,http://www.thelodgeresort.com/golf.cfm,,,,,,,,,,
Whittle Springs Golf Course,"3133 Valley View Drive, Knoxville, TN 37917",Knoxville,TN,http://www.golfwhittlesprings.com,,,,,,,,,,
Hartington Golf Club,"101 E Felber St, Hartington, NE 68739",Hartington,NE,http://www.ci.hartington.ne.us,,,,,,,,,,
Willow Crest Golf Club,"3500 Midwest Rd, Oak Brook, IL 60523-2573",Oak Brook,IL,http://www.willowcrestgolf.com,,,,,,,,,,
Eagle Ridge Golf Club,"2951 Club Dr, Gilroy, CA 95020-3043",Gilroy,CA,http://www.eagleridgegc.com,,,,,,,,,,
Cresta Verde Golf Course,"1295 Cresta Rd, Corona, CA 92879-1132",Corona,CA,http://www.golfcrestaverde.com,,,,,,,,,,
Harbor Pines Golf Club,"500 Saint Andrews Dr, Egg Harbor Township, NJ 08234-7721",Egg Harbor Township,NJ,http://www.harborpines.com,,,,,,,,,,
Lakeview Resort Mountainview Course,"1 Lakeview Dr, Morgantown, WV","Morgantown,",WV,http://www.lakeviewresort.com/west-virginia-golf-resort/,,,,,,,,,,
Auburn Golf Course,"29630 Green River Road SE, Auburn, WA 98092",Auburn,WA,http://www.auburngolf.org,,,,,,,,,,
Summerfield Crossings Golf Club,"13050 Summerfield Blvd, Riverview, FL 33579-7117",Riverview,FL,http://www.summerfieldgc.com,,,,,,,,,,
Raptor Bay Golf Club,"23001 Coconut Point Resort Dr, Bonita Springs, FL 34134-7247",Bonita Springs,FL,http://www.raptorbaygolfclub.com,,,,,,,,,,
Oak Knoll Country Club,"45246 Country Club Rd, Hammond, LA 70401",Hammond,LA,http://www.oakknollcountryclub.com/,,,,,,,,,,
Ravisloe Country Club,"18231 South Park Avenue, Homewood, IL 60430",Homewood,IL,http://www.ravisloecountryclub.com/,,,,,,,,,,
Headwaters Golf Club,"20018 County 1, Park Rapids, MN",Park Rapids,MN,http://www.headwatersgolf.com/,,,,,,,,,,
LSU Golf Course,"Corner of Burbank and Nicholson, Baton Rouge, LA 70808",Baton Rouge,LA,http://ofs.lsu.edu,,,,,,,,,,
Vail Golf Club,"1778 Vail Valley Dr, Vail, CO 81657-5187",Vail,CO,http://www.vailgolfclub.net,,,,,,,,,,
Eagle Valley,"2600 Double Eagle Ln, Woodbury, MN 55129-4217",Woodbury,MN,http://www.eaglevalleygc.com,,,,,,,,,,
The Players Course at Wyboo Plantation,"2565 Players Course Drive, Manning, SC 29102",Manning,SC,http://www.wyboogolfclub.com/,,,,,,,,,,
Hobb's Hole Golf Course,"1267 Hobbs Hole Drive, Tappahannock, VA 22560",Tappahannock,VA,http://www.hobbshole.com,,,,,,,,,,
Pala Mesa Resort,"2001 Old Highway 395, Fallbrook, CA 92028",Fallbrook,CA,http://www.palamesa.com,,,,,,,,,,
Country Club of the Poconos,"1 Big Ridge Drive, East Stroudsburg, PA 18302",East Stroudsburg,PA,http://www.ccppagolf.com,,,,,,,,,,
CreeksBend Golf Course,"26826 Langford Ave, New Prague, MN 56071-8868",New Prague,MN,http://www.creeksbendgolfcourse.com,,,,,,,,,,
Grassy Creek Golf Club,"2360 Swiss Pine Lake Dr, Spruce Pine, NC 28777",Spruce Pine,NC,http://www.grassycreek.com/,,,,,,,,,,
Green Crest Golf Course,"7813 Bethany Rd, Middletown, OH 45044-9516",Middletown,OH,http://www.greencrestgolf.com,,,,,,,,,,
Legend Trail Golf Club,"9462 E Legendary Ln, Scottsdale, AZ 85262-1139",Scottsdale,AZ,http://www.legendtrailgc.com,,,,,,,,,,
Patriot Hills Golf Course,"735 Constitution Dr, Jefferson City, TN 37760","Jefferson City,",TN,http://www.dandridgegolf.com/,,,,,,,,,,
Brambleton Golf Course,"42180 Ryan Rd, Ashburn, VA 20148-6920",Ashburn,VA,https://www.novaparks.com/golf/brambleton-golf-course,,,,,,,,,,
BlackHorse Golf Club - South,"12205 Fry Rd, Cypress, TX","Cypress,",TX,http://www.blackhorsegolfclub.com/homepage/start_page.php,,,,,,,,,,
Yocha Dehe at Cache Creek,"14455 State Highway 16, Brooks, CA 95606-9707",Brooks,CA,https://www.yochadehegolfclub.com/,,,,,,,,,,
Landings At Spirit Golf Club,"180 N Eatherton Rd, Chesterfield, MO 63005",Chesterfield,MO,http://www.landingsatspirit.com,,,,,,,,,,
Stonewall Orchard Golf Club,"25675 Illinois 60, Grayslake, IL",Grayslake,IL,http://www.stonewallorchard.com/,,,,,,,,,,
Atlantis Golf Course,"261 Country Club Boulevard, Little Egg Harbor, NJ 08087",Little Egg Harbor,NJ,http://www.co.ocean.nj.us/GolfCourses/ContentPage.aspx?ID=de667db1-18ee-478c-ba1d-198c58340c9c,,,,,,,,,,
Plum Creek Country Club,"12401 Lynnwood Blvd, Carmel, IN 46033-8815",Carmel,IN,http://www.plumcreekgolfclub.com,,,,,,,,,,
Canyon Mesa Country Club,"500 Jacks Canyon Rd, Sedona, AZ 86351",Sedona,AZ,http://www.canyonmesacountryclub.com/,,,,,,,,,,
Stonebridge Golf Club,"585 Stonebridge Dr NW, Rome, GA 30165-4415",Rome,GA,http://www.romestonebridge.com,,,,,,,,,,
Augustine Golf Club,"76 Monument Dr, Stafford, VA 22554-8508",Stafford,VA,http://www.augustinegolf.com,,,,,,,,,,
The Currituck Club,"620 Currituck Clubhouse Dr, Corolla, NC 27927-9558",Corolla,NC,http://www.thecurrituckgolfclub.com,,,,,,,,,,
Glenkerry Golf Course,"1413 E Kent Rd., Greenville, MI 48838",Greenville,MI,http://www.golfglenkerry.com/,,,,,,,,,,
Lake Spanaway Golf Course,"15602 Pacific Ave S, Spanaway, WA 98387",Spanaway,WA,http://lakespanawaygc.com,,,,,,,,,,
Salmon Falls Golf Course,"52 Golf Course Ln, Hollis Center, Maine 04004",Hollis Center,Maine,http://www.salmonfalls-resort.com,,,,,,,,,,
Pine Island Golf Course,"920 8th St, Pine Island, MN 55963",Pine Island,MN,http://www.pineislandgolf.com/,,,,,,,,,,
Kentucky Hills Golf Course | Kentucky Hills,"6198 Randolph Summer Shade Rd, SUMMER SHADE, KY 42166",SUMMER SHADE,KY,http://www.facebook.com/Kentucky-Hills-Golf-Course-117575644935602/,,,,,,,,,,
Wolf Creek Golf Club,"401 Paradise Pkwy, Mesquite, NV 89027",Mesquite,NV,http://golfwolfcreek.com,,,,,,,,,,
Western Hills Golf Course,"2160 Russellville Rd, Hopkinsville, KY 42240-8943",Hopkinsville,KY,https://www.westernhillsgolf.org/,,,,,,,,,,
Mansfield National Golf Club,"3750 National Parkway, Mansfield, TX 76063",Mansfield,TX,http://www.mansfield-national.com,,,,,,,,,,
Bonnie Brook Golf Course,"2800 N Lewis Ave, Waukegan, IL 60087-2950",Waukegan,IL,http://www.waukegangolf.org/,,,,,,,,,,
Valencia Golf & Country Club,"1725 Double Eagle Trl, Naples, FL 34120-0436",Naples,FL,http://www.valenciagolfandcountryclub.com,,,,,,,,,,
Springfield Golf Center,"855 Jacksonville Rd, Mount Holly, NJ 08060-3910",Mount Holly,NJ,http://www.springfieldgc.com,,,,,,,,,,
Lake Isle Country Club,"660 White Plains Rd, Eastchester, NY 10709-5511",Eastchester,NY,http://www.lakeislecountryclub.com/,,,,,,,,,,
Hidden Hills Country Club,"3901 Monument Rd, Jacksonville, FL 32225-1799",Jacksonville,FL,http://www.hiddenhillsgc.com/,,,,,,,,,,
The Club at Viniterra,"8647 Angel’s Share Drive, New Kent, VA 23124",New Kent,VA,http://viniterragolf.com/,,,,,,,,,,
Kimball Golf Club,"11823 County Road 150, Kimball, MN 55353",Kimball,MN,http://www.kimballgolfclub.com,,,,,,,,,,
Westridge Golf Club,"1400 S La Habra Hills Dr, La Habra, CA 90631-6998",La Habra,CA,http://www.westridgegolfclub.com,,,,,,,,,,
Barefoot Bay Golf Course,"1225 Barefoot Blvd, Barefoot Bay, FL 32976-7001",Barefoot Bay,FL,http://www.bbrd.org,,,,,,,,,,
The Links Golf Club,"100 Majestic Way, Marlton, NJ 08053",Marlton,NJ,http://www.thelinksgc.com/,,,,,,,,,,
Green Briar Golf Course,"1130 Morris Majestic Rd, Morris, AL 35116-1832",Morris,AL,http://www.greenbriargolfcourse.com,,,,,,,,,,
Parkview Golf Course,"2300 Broadway St, Pekin, IL 61554-3971",Pekin,IL,http://www.parkviewgolfcourseil.com/,,,,,,,,,,
Don Knabe Golf Center,"13717 Shoemaker Ave, Norwalk, CA 90650-4522",Norwalk,CA,http://www.playknabegolf.com,,,,,,,,,,
Elizabethton Golf Club,"185 Buck VanHuss Road, Elizabethton, TN 37643",Elizabethton,TN,http://www.elizabethtongolf.com,,,,,,,,,,
Castle Oaks Golf Club,"1000 Castle Oaks Drive, Ione, CA 95640",Ione,CA,http://www.castleoaksgolf.com,,,,,,,,,,
Cedar Crest,"7972 Mona Rd, Murfreesboro, TN 37129-7432",Murfreesboro,TN,http://www.cedarcrestgolfclub.net,,,,,,,,,,
Beckett Ridge Country Club,"5595 Beckett Ridge Blvd, West Chester, OH 45069-1800",West Chester,OH,http://www.beckettridgegolf.com,,,,,,,,,,
Chenoweth Golf Course,"3087 Chenoweth Rd., Akron, OH 44312",Akron,OH,http://www.chenowethgolf.com,,,,,,,,,,
Stonegate Golf Club - Cypress,"404 Village Drive, Kissimmee, FL 34759",Kissimmee,FL,http://www.stonegategolf.com/,,,,,,,,,,
San Saba River Golf Course,"723 County Road 102, San Saba, TX 76877",San Saba,TX,http://www.golfsansaba.com/,,,,,,,,,,
Lander Golf & Country Club,"1 Golf Course Dr, Lander, WY 82520",Lander,WY,http://www.landergolfclub.com/,,,,,,,,,,
Kelly Plantation Golf Club,"307 Kelly Plantation Dr, Destin, FL 32541-3404",Destin,FL,http://www.kellyplantationgolf.com,,,,,,,,,,
Pike Run Golf Club,"10807 Road H, Ottawa, OH 45875",Ottawa,OH,http://www.pikerungc.com/,,,,,,,,,,
